courseid;locale;title;description;duration;authorid;keywords;level;objectives;detailedcontent;targetaudience;thumbnail;url;runtime;type;scoreisprogress;themes
-;pt-BR;Primeira Gestão Boas Vindas;Primeira Gestão Boas Vindas;60 minutos;-;primeira, gestão, boas, vindas;1;Primeira Gestão Boas Vindas;One pages feitas em HTML 5 Hiperligadas.;Geral;image_640x360.jpg;-;html5_learning_object_guid;HTML 5 Content;N;-
